,sentence,cluster,distance_from_cluster_center,cluster_average_distance_from_center,deviation_from_mean_dist_from_center,cluster_distance_std_from_center
441,i'm going with the one that voted for me,12,14.131082047028393,14.141426684408504,0.010344637380111266,0.06588901518489934
442,too late now,39,9.234627646673163,9.106968706428189,0.1276589402449737,0.14083432353647107
443,did you not read the rules?,17,5.489380512485294,5.390137070596092,0.09924344188920209,0.07334551230748236
444,drhhdfrh,22,2.8192159576949503,2.792625051548908,0.026590906146042315,0.11475557292545838
445,i'm real,28,10.733977152720621,10.725839781779905,0.008137370940715982,0.11842578169027054
446,real enough for you?,74,0.9901056841711319,0.9883353677274148,0.001770316443717057,0.0021239652227093113
447,me either,43,0.6411228802521328,0.5847759163779362,0.056346963874196576,0.09514179471623053
448,i read the rules as well,52,12.816540289309273,12.695539957913217,0.12100033139605593,0.09261368918169911
449,days are too long,62,4.933421503491988,4.990670841666734,0.057249338174746534,0.10982352348456298
450,i agree,15,8.956310651323776,9.046157536489424,0.08984688516564887,0.12462998059354011
451,i'm not sure. i think firstname is a bystander,72,0.992136562883722,0.9925341568249711,0.0003975939412491636,0.0007706691041675868
452,firstname hasn't really said anything until now which is suspicious,51,0.9999087442337569,0.9999130636934231,4.31945966627989e-06,6.687429383198461e-06
453,idk ,36,0.9359337579749043,0.9458414473787204,0.009907689403816144,0.012199646172912618
454,i have no idea at this point honestly.,20,11.047363114484167,11.086123157436502,0.03876004295233493,0.1452214692343038
455,"very boring, can't change my vote now but thanks for the apology",41,6.509202202577157,6.501717742864155,0.007484459713001712,0.11911618806624896
456,why??,63,7.03671345741945,7.0628472694018525,0.026133811982402833,0.13581627870395038
457,what did i do?,67,0.9982437350470862,0.9979666090711544,0.000277125975931769,0.0003859492433240073
458,aaahhh...i didn't even know what i was doing,22,2.899093606635911,2.792625051548908,0.10646855508700304,0.11475557292545838
459,not sure i'm even playihg with real people???,52,12.651066835387754,12.695539957913217,0.04447312252546354,0.09261368918169911
460,i did,28,10.772816497326692,10.725839781779905,0.04697671554678706,0.11842578169027054
461,o well...eliminate me lol,68,7.862597705820822,7.824409845299352,0.03818786052147072,0.11708038000301893
462,"ya, this is boring",55,1.0664603388653768,0.9328362459290007,0.13362409293637612,0.12545048808376122
463,"yes, i apologize firstname",37,19.917468868460954,19.8389847999226,0.07848406853835499,0.10570666192442092
464,yep,21,10.382686756925333,10.342736028712961,0.039950728212371445,0.08548262318551557
465,no problem,45,1.621785553045195,1.4938100838787516,0.12797546916644342,0.17078844096708007
466,oops.,36,0.9365009626782901,0.9458414473787204,0.009340484700430363,0.012199646172912618
467,sorry abotu last turn i was trying to decide who to pick and rna out of time,76,0.9997269501596437,0.9997187662537166,8.183905927161561e-06,6.185545168199347e-05
468,nah it's fine.,45,1.5778390027089424,1.4938100838787516,0.08402891883019081,0.17078844096708007
469,i didn't notice the time was so low.,61,0.819976067461842,0.8486199102987573,0.028643842836915234,0.03075818388192046
470,firstname?,3,0.7323999396891628,0.7445590811429962,0.012159141453833344,0.029393247624748563
471,not yet.,92,0.9548549391428132,0.6766614866198202,0.278193452522993,0.2962311700083855
472,lol,34,0.36184203529942616,0.4068941663281988,0.045052131028772646,0.11696843987195475
473,everyone's real. hard to tell who is together. hmmm,97,1.726743387876125,1.599938102340671,0.126805285535454,0.1153293567593152
474,hello there,38,0.9998788335039186,0.9998556284412221,2.3205062696485257e-05,9.128381402258601e-06
475,firstname firstname is a snitch.,95,3.5456477144277367,3.7319292699375413,0.18628155550980452,0.205308669292972
476,how do you know that,70,0.8629584712890856,0.8824358395546856,0.01947736826559998,0.030485003112308548
477,firstname firstname is a snitch.,95,3.5456477144277367,3.7319292699375413,0.18628155550980452,0.205308669292972
478,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
479,nice,55,0.8616068977393021,0.9328362459290007,0.07122934818969862,0.12545048808376122
480,we just lost didn't we?,39,9.36544884274371,9.106968706428189,0.25848013631552114,0.14083432353647107
481,you just know i'm not mafia so i'm being targeted,4,0.9999005543135748,0.9999138659910641,1.3311677489302731e-05,1.1829925927452053e-05
482,"okay, who here is mafia?",56,35.98576259739906,36.05753173246011,0.07176913506105365,0.06841589000406181
483,i will eliminate whoever firstname chooses.,59,33.17382173207812,33.13409368185245,0.039728050225669165,0.06970708567874426
484,only mafia can talk at night,47,0.6253713378881459,0.6663907601643864,0.04101942227624045,0.08073377964213072
485,firstname i am on your side.,93,40.74760068139002,40.689548484544986,0.05805219684503271,0.05203896464367442
486,see the list below for living ,86,7.409470850068478,7.246844806274433,0.16262604379404433,0.09475582024581412
487,hey,73,1.7146920121417615,1.7733712344215644,0.058679222279802934,0.12061786710499356
488,are you there,18,0.77384172212832,0.7356155376044243,0.0382261845238957,0.07672722777188604
489,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
490,the single person,40,0.9905422400276583,0.9897263100237156,0.0008159300039427553,0.0018396536777035685
491,the mafia is center of person,56,36.067887216348964,36.05753173246011,0.010355483888851325,0.06841589000406181
492,no,92,0.33730664280813366,0.6766614866198202,0.3393548438116865,0.2962311700083855
493,hai,22,2.734611075312216,2.792625051548908,0.0580139762366918,0.11475557292545838
494,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
495,eliminate firstname lastname.,59,33.09439435855447,33.13409368185245,0.03969932329798098,0.06970708567874426
496,firstname let get rid of  firstname,59,33.06150804067387,33.13409368185245,0.07258564117857702,0.06970708567874426
497,ok firstname it is,93,40.67797380487968,40.689548484544986,0.011574679665308452,0.05203896464367442
498,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
499,so that mean firstname needs to go,53,0.9999976128365503,0.9999977717577576,1.5892120730498505e-07,2.3375600518710038e-07
500,hey,73,1.7146920121417615,1.7733712344215644,0.058679222279802934,0.12061786710499356
501,firstname seems to know who is who,98,0.8419887796857533,0.8605426550854535,0.018553875399700215,0.016471891065239226
502,so who should be next,48,1.1674173223256472,1.2472438855734946,0.07982656324784743,0.2494141482093307
503,ok firstname it is,93,40.67797380487968,40.689548484544986,0.011574679665308452,0.05203896464367442
504,bye firstname,44,7.331987584128187,7.400020633194105,0.06803304906591734,0.0775465532851967
505,hey,73,1.7146920121417615,1.7733712344215644,0.058679222279802934,0.12061786710499356
506,hy,5,0.9678287663578424,0.9664023612777154,0.0014264050801270356,0.008483793331903746
507,firstname get firstname lastname,23,2.003802443968665,1.962241448632654,0.041560995336010764,0.12492026798941329
508,firstname lastname keeps suggesting and eliminating bystanders,59,33.23202934783022,33.13409368185245,0.09793566597777215,0.06970708567874426
509,aye yinz,22,2.7857088303852144,2.792625051548908,0.006916221163693503,0.11475557292545838
510,aye my dawgs it's definitely firstname,98,0.8557490115597424,0.8605426550854535,0.0047936435257111,0.016471891065239226
511,firstname man,3,0.7705100368409223,0.7445590811429962,0.02595095569792616,0.029393247624748563
512,he sounds like bad news,74,0.9899837814566976,0.9883353677274148,0.001648413729282816,0.0021239652227093113
513,yo peace firstname,93,40.784258799250516,40.689548484544986,0.09471031470553015,0.05203896464367442
514,we outchea firstname,53,0.9999980641174782,0.9999977717577576,2.9235972054397763e-07,2.3375600518710038e-07
515,firstname lastname don't sound like a cool cat...,1,0.9529274948194463,0.9528044425537741,0.00012305226567221883,0.004265219544808686
516,word on the street is firstname lastname ain't cut like the rest of us,1,0.9548954234516768,0.9528044425537741,0.0020909808979027167,0.004265219544808686
517,firstname lastname is scary.,23,2.1359792101621955,1.962241448632654,0.17373776152954146,0.12492026798941329
518,hahaha just playin my dawg! this game mad fun man,52,12.626727648502316,12.695539957913217,0.06881230941090166,0.09261368918169911
519,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
520,hey,73,1.7146920121417615,1.7733712344215644,0.058679222279802934,0.12061786710499356
521,eliminate the first in list?,90,3.1297748410859065,3.211457342581248,0.08168250149534151,0.09589895875239025
522,sure.,31,1.7745355625424495,1.68462537176191,0.08991019078053952,0.1321382238159041
523,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
524,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
525,eliminate the first in list?,90,3.1297748410859065,3.211457342581248,0.08168250149534151,0.09589895875239025
526,good morning!,32,7.280582620487869,7.453248793542247,0.17266617305437837,0.142773291498628
527,i was thinking 2nd. ,48,1.481396210748972,1.2472438855734946,0.23415232517547735,0.2494141482093307
528,morning!,78,5.808962917190166,5.873663978881589,0.06470106169142298,0.16344901597834802
529,lets just take it from the top,79,8.252251583207496,8.188325033528246,0.06392654967925004,0.13092426839597565
530,why not,63,7.277394502968801,7.0628472694018525,0.2145472335669485,0.13581627870395038
531,sounds good.,18,0.6723815882740717,0.7356155376044243,0.06323394933035265,0.07672722777188604
532,i believe we all have differently ordered lists,90,3.3481609593871227,3.211457342581248,0.13670361680587462,0.09589895875239025
533,def different orders,24,5.878774345092807,5.851028709617839,0.02774563547496811,0.0729696577050772
534,"yeah, we do. ",49,6.436983512386017,6.231880090641718,0.2051034217442984,0.14685737789169545
535,ok i will be more explicit ,7,0.9501572131882503,0.34595400517246344,0.6042032080157869,0.2732986159199743
536,sorry :d,45,1.3699952999649339,1.4938100838787516,0.12381478391381773,0.17078844096708007
537,see you tomorrow morning :x,32,7.546067844758328,7.453248793542247,0.0928190512160807,0.142773291498628
538,"alright, who will it be",48,1.267307055470744,1.2472438855734946,0.020063169897249322,0.2494141482093307
539,ok i have firstname lastname first on my list,93,40.65690681179067,40.689548484544986,0.032641672754316176,0.05203896464367442
540,"ok, let's do it",18,0.717535043877106,0.7356155376044243,0.018080493727318347,0.07672722777188604
541,this experiment is ridiculous,86,7.317230796576585,7.246844806274433,0.07038599030215131,0.09475582024581412
542,im going to tell the daytime people the first person on my list,88,0.9622170246037376,0.9095046971787669,0.05271232742497067,0.14430989847220144
543,haha yes,2,18.988817176712917,18.942110806865355,0.04670636984756271,0.17193686878325795
544,"ok, that's also a fair way to pick",76,0.9996500492486404,0.9997187662537166,6.871700507615763e-05,6.185545168199347e-05
545,hey,73,1.7146920121417615,1.7733712344215644,0.058679222279802934,0.12061786710499356
546,haha you too,2,19.23006773855245,18.942110806865355,0.2879569316870949,0.17193686878325795
547,hi!,8,0.9999976262077402,0.999997510901533,1.1530620724897744e-07,1.765725298009044e-07
548,what's up everyone,81,13.70012810720763,13.71713601663788,0.017007909430249768,0.10960820310357455
549,how is everyone?,81,13.537741637879877,13.71713601663788,0.17939437875800301,0.10960820310357455
550,ditto firstname. feels good!,93,40.760135232170924,40.689548484544986,0.07058674762593853,0.05203896464367442
551,nope not me,88,0.8512763838312268,0.9095046971787669,0.058228313347540084,0.14430989847220144
552,nothing much here.. got a good nights rest,81,13.732276793165626,13.71713601663788,0.015140776527745814,0.10960820310357455
553,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
554,yep... are we the only mafia?,56,36.01564337262274,36.05753173246011,0.04188835983737249,0.06841589000406181
555,what about firstname?,82,0.99983539879536,0.999850210406959,1.4811611598997132e-05,9.529730017608334e-06
556,okay tim is cool.,74,0.9904365802429408,0.9883353677274148,0.002101212515525974,0.0021239652227093113
557,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
558,sick,67,0.997801573726561,0.9979666090711544,0.00016503534459344493,0.0003859492433240073
559,lonely time,61,0.8737666573147951,0.8486199102987573,0.025146747016037807,0.03075818388192046
560,firstname,3,0.7189234777004523,0.7445590811429962,0.025635603442543897,0.029393247624748563
561,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
562,did everyone have a good monday?,81,13.724022166360019,13.71713601663788,0.006886149722138413,0.10960820310357455
563,so far so good,81,13.74248578353813,13.71713601663788,0.02534976690025026,0.10960820310357455
564,"that sounded a lastname suspicious, just saying",27,11.090993505545715,11.18416213148191,0.09316862593619568,0.0855468684014906
565,i believe firstname,98,0.8405503812299218,0.8605426550854535,0.019992273855531706,0.016471891065239226
566,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
567,been a good monday here surprisingly.,81,13.675570745791157,13.71713601663788,0.041565270846723124,0.10960820310357455
568,"i'm totally not mafioso! lol. but it's cool, gotta make dinner anyway! ",9,10.689070038545749,10.630516015353173,0.058554023192575855,0.12419282113910995
569,"that's fine. seriously, gotta lastname. can kick me out but i am a bystander as you'll soon see :)",72,0.9932375575519934,0.9925341568249711,0.0007034007270222409,0.0007706691041675868
570,live to fight another day,62,4.972684442862538,4.990670841666734,0.01798639880419639,0.10982352348456298
571,i guess,33,0.815626894410236,0.7992084101733768,0.0164184842368591,0.04752142202083362
572,its a hard life being the only man,86,7.320979693431457,7.246844806274433,0.07413488715702332,0.09475582024581412
573,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
574,well great lol,55,1.0050173553787565,0.9328362459290007,0.07218110944975575,0.12545048808376122
575,why we voting so fast?,84,12.13880626748118,12.21518679428197,0.07638052680079,0.06166262861509279
576,what did firstname do,51,0.9999060391611291,0.9999130636934231,7.024532294064301e-06,6.687429383198461e-06
577,i did the first round purely because it sounded mafia like but i'm observing who hasn't voted proven mafia now,47,0.7079404938032765,0.6663907601643864,0.04154973363889014,0.08073377964213072
578,you know firstname hasn't said anything yet,51,0.9999099759801757,0.9999130636934231,3.0877132474183e-06,6.687429383198461e-06
579,hello!,26,12.080788373372162,12.138052606700654,0.05726423332849251,0.08624934014093313
580,that went well,66,9.042517419576258,8.856963948428154,0.18555347114810417,0.20824101648501406
581,hello any researching reading my thoughts,99,10.177805208702928,10.067090541389126,0.1107146673138022,0.09218508946528184
582,researcher*,22,2.914837950410083,2.792625051548908,0.12221289886117503,0.11475557292545838
583,"welcome, it's quite lonely",55,1.0983381885633816,0.9328362459290007,0.1655019426343809,0.12545048808376122
584,who hasn't been voting during the day then?,84,12.187417298547633,12.21518679428197,0.027769495734336402,0.06166262861509279
585,forgot my coffee and it's been downhill since,81,13.933450584415422,13.71713601663788,0.2163145677775411,0.10960820310357455
586,we'll see if i can keep firstname on my side,93,40.67129406392875,40.689548484544986,0.01825442061623761,0.05203896464367442
587,but they can vote twice so ignore me,84,12.27194682908958,12.21518679428197,0.0567600348076116,0.06166262861509279
588,it's been a long monday here lol,81,13.851429469719935,13.71713601663788,0.13429345308205498,0.10960820310357455
589,yeah same,43,0.5939315762321574,0.5847759163779362,0.009155659854221176,0.09514179471623053
590,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
591,that's exactly what a mafioso would say,9,10.579855978094365,10.630516015353173,0.05066003725880819,0.12419282113910995
592,it's so random,46,6.518732356588737,6.554985844094832,0.03625348750609447,0.07892802030763756
593,what i realized now is that the people voting during the day are most likely bystanders meaning lastname ... and she voted a mafia out >_<,71,0.9367507644715779,0.7447523425042673,0.19199842196731065,0.09356876727749143
594,hey,73,1.7146920121417615,1.7733712344215644,0.058679222279802934,0.12061786710499356
595,its been a slow monday,81,13.831459699622402,13.71713601663788,0.11432368298452111,0.10960820310357455
596,eliminate lastname,59,33.14750572727263,33.13409368185245,0.01341204542018204,0.06970708567874426
597,sup yall,22,2.6659139831759,2.792625051548908,0.12671106837300794,0.11475557292545838
598,sup,22,2.5309753063666376,2.792625051548908,0.26164974518227035,0.11475557292545838
599,killing firstname lastname lol,59,33.20187636672706,33.13409368185245,0.06778268487461503,0.06970708567874426
600,why firstname?,51,0.9999085548717954,0.9999130636934231,4.50882162772448e-06,6.687429383198461e-06
601,i'll go with firstname lastname,82,0.999840135393437,0.999850210406959,1.007501352201512e-05,9.529730017608334e-06
602,like the movie get it?,86,7.24582605456192,7.246844806274433,0.0010187517125128664,0.09475582024581412
603,idiots,75,0.999281722783567,0.9991416250715757,0.00014009771199130494,0.00017998588292276248
604,firstname ya done,93,40.65232693466461,40.689548484544986,0.03722154988037829,0.05203896464367442
605,yo,5,0.9535788934308762,0.9664023612777154,0.012823467846839187,0.008483793331903746
606,"yo, who do you think?",48,1.3563295935324997,1.2472438855734946,0.10908570795900507,0.2494141482093307
607,firstname was the last to come around on firstname lets go with him,82,0.9998566671341749,0.999850210406959,6.456727215886637e-06,9.529730017608334e-06
608,sorry make that firstname lastname,37,19.858712503582836,19.8389847999226,0.01972770366023724,0.10570666192442092
609,are we really just going random names or do we have a real reason,46,6.525845186417409,6.554985844094832,0.029140657677422688,0.07892802030763756
610,kind of suspicious to just vote for a random guy first before discussion.,27,11.236714079328719,11.18416213148191,0.05255194784680839,0.0855468684014906
611,lastname was too willing to go after lastname,1,0.9469288881037339,0.9528044425537741,0.005875554450040177,0.004265219544808686
612,agree,15,9.059006920712276,9.046157536489424,0.012849384222851867,0.12462998059354011
613,i agree with lastname,1,0.9476425017491125,0.9528044425537741,0.005161940804661591,0.004265219544808686
614,"firstname made an accusation before discussing, so firstname is probably mafia.",25,0.9894971194224134,0.9897311651733597,0.00023404575094632118,0.000856341231924151
615,firstname firstname is too smart for her own good.,51,0.9999162454319173,0.9999130636934231,3.1817384941179583e-06,6.687429383198461e-06
616,1,77,0.9644739222072644,0.7867987614941969,0.17767516071306744,0.109258978946696
617,12,92,0.937231552844155,0.6766614866198202,0.2605700662243349,0.2962311700083855
618,12,92,0.937231552844155,0.6766614866198202,0.2605700662243349,0.2962311700083855
619,firstname lastname,23,1.8457288998726131,1.962241448632654,0.11651254876004091,0.12492026798941329
620,good think,79,8.105135914475719,8.188325033528246,0.0831891190525269,0.13092426839597565
621,exactly what i was thinking,99,10.027596194903785,10.067090541389126,0.039494346485341225,0.09218508946528184
622,lastname led the mob against lastname and he was wrong suspecious?,14,6.125792014149219,5.962451794024361,0.1633402201248586,0.06878185089332184
623,"i see why firstname voted you, because you voted her first, lol",71,0.6568058094407939,0.7447523425042673,0.08794653306347333,0.09356876727749143
624,i feel bad.,74,0.9847015016676415,0.9883353677274148,0.0036338660597733385,0.0021239652227093113
625,you were the first to ever vote.,12,14.075673207691672,14.141426684408504,0.06575347671683218,0.06588901518489934
626,that's cuz you're comfortable with the user interface already.,89,4.541504023192946,4.432257687139659,0.10924633605328715,0.14111313708476073
627,why not,63,7.277394502968801,7.0628472694018525,0.2145472335669485,0.13581627870395038
628,"not me, how about lastname",88,0.6501216431058702,0.9095046971787669,0.25938305407289675,0.14430989847220144
629,yeah,21,10.517104430707064,10.342736028712961,0.1743684019941032,0.08548262318551557
630,just a guess,33,0.7129541180157739,0.7992084101733768,0.08625429215760294,0.04752142202083362
631,firstname lastname?,23,1.9153725881624697,1.962241448632654,0.04686886047018435,0.12492026798941329
632,sure,31,1.6182705579872478,1.68462537176191,0.06635481377466212,0.1321382238159041
633,ok,7,0.16628758960955103,0.34595400517246344,0.1796664155629124,0.2732986159199743
634,eliminate mathew lastname,59,33.2793755383675,33.13409368185245,0.1452818565150551,0.06970708567874426
635,firstname,3,0.7189234777004523,0.7445590811429962,0.025635603442543897,0.029393247624748563
636,who do you think is a mafia member?,56,36.093546324085025,36.05753173246011,0.036014591624912384,0.06841589000406181
637,"wow, looks like firstname isn't having any luck",51,0.999916564197011,0.9999130636934231,3.5005035878832302e-06,6.687429383198461e-06
638,i think the timer's a bit long for the night and day sessions. everyone have a good evening!,61,0.8691473371808608,0.8486199102987573,0.020527426882103517,0.03075818388192046
639,no joke,36,0.9537010111603672,0.9458414473787204,0.007859563781646761,0.012199646172912618
640,let's take firstname lastname out of the game.,59,33.12327928236529,33.13409368185245,0.010814399487159676,0.06970708567874426
641,who do you want to get?,76,0.999704517123271,0.9997187662537166,1.4249130445564973e-05,6.185545168199347e-05
642,firstname lastname?,23,1.9153725881624697,1.962241448632654,0.04686886047018435,0.12492026798941329
643,ok,7,0.16628758960955103,0.34595400517246344,0.1796664155629124,0.2732986159199743
644,go after firstname or firstname,82,0.999858419211442,0.999850210406959,8.208804483045284e-06,9.529730017608334e-06
645,"too many people saying firstname, they are probably mafia",25,0.9893682607697574,0.9897311651733597,0.00036290440360231546,0.000856341231924151
646,this game is harder when you can't interact in person and read people's body language,52,12.689863358549454,12.695539957913217,0.005676599363763302,0.09261368918169911
647,i like firstname,93,40.6218354472377,40.689548484544986,0.06771303730728562,0.05203896464367442
648,i'll go with the group,24,5.842854404019471,5.851028709617839,0.008174305598367404,0.0729696577050772
649,"he did suggest firstname last round, and i don't think firstname was actually mafia...",14,5.930009711097634,5.962451794024361,0.03244208292672646,0.06878185089332184
650,i sa firstname,93,40.66899696818475,40.689548484544986,0.020551516360235667,0.05203896464367442
651,are we doing firstname?,53,0.9999976879989417,0.9999977717577576,8.375881588307266e-08,2.3375600518710038e-07
652,hmm,13,10.110213208016665,10.155813942738078,0.045600734721412906,0.06332899782991863
653,"oh, that's true",75,0.9991058240234622,0.9991416250715757,3.5801048113515144e-05,0.00017998588292276248
654,true,75,0.9987681248394638,0.9991416250715757,0.00037350023211191186,0.00017998588292276248
655,i missed that,36,0.9576249191395005,0.9458414473787204,0.011783471760780095,0.012199646172912618
656,i vote firstname,57,4.276407669098119,4.384021632424081,0.10761396332596185,0.08720352297895374
657,"true, i'm used to watching reactions and hearing tone of voice.",10,3.5677637743719774,3.4693668138381617,0.09839696053381575,0.05323755099530851
658,i only suggested firstname because he suggested me. live and let live otherwise,51,0.9999173447836133,0.9999130636934231,4.281090190128012e-06,6.687429383198461e-06
659,"probably should kill firstname, since he thinks i'm mafia, haha",25,0.9901378660044864,0.9897311651733597,0.0004067008311267051,0.000856341231924151
660,who should we get?,94,0.8665422363900533,0.851036911743557,0.015505324646496343,0.020317052983470377
661,yes i was thinking the same,99,10.015571785648332,10.067090541389126,0.05151875574079412,0.09218508946528184
662,or would that be too obvious?,17,5.376284775624998,5.390137070596092,0.013852294971093748,0.07334551230748236
663,"eh, let's do it",18,0.8393377889811433,0.7356155376044243,0.10372225137671898,0.07672722777188604
664,it might be,33,0.7638660011201674,0.7992084101733768,0.0353424090532094,0.04752142202083362
665,ok,7,0.16628758960955103,0.34595400517246344,0.1796664155629124,0.2732986159199743
666,i believe firstname lastname,98,0.8405690461905254,0.8605426550854535,0.019973608894928052,0.016471891065239226
667,i'm thinking firstname,82,0.9998387093435823,0.999850210406959,1.1501063376662124e-05,9.529730017608334e-06
668,i think firstname,98,0.8449927168167923,0.8605426550854535,0.015549938268661134,0.016471891065239226
669,i am also firstname,93,40.641673492999566,40.689548484544986,0.04787499154542019,0.05203896464367442
670,"don't go after firstname, he's just an innocent um",51,0.9999146528628434,0.9999130636934231,1.5891694202796458e-06,6.687429383198461e-06
671,mafioso!,9,10.546235417381324,10.630516015353173,0.0842805979718495,0.12419282113910995
672,i still think firstname myself ,53,0.9999976369616643,0.9999977717577576,1.347960932873704e-07,2.3375600518710038e-07
673,how is mafia,56,36.07022150670081,36.05753173246011,0.01268977424069817,0.06841589000406181
674,"firstname said to kill firstname last round, haha",53,0.9999978108645068,0.9999977717577576,3.9106749172290733e-08,2.3375600518710038e-07
675,"yeah, that would be nice",79,8.152654281805209,8.188325033528246,0.03567075172303724,0.13092426839597565
676,lmao it's good,74,0.9891845492166382,0.9883353677274148,0.0008491814892234162,0.0021239652227093113
677,hope there's bonuses all around,91,3.6781475469120757,3.693194553086263,0.015047006174187416,0.07260413614956929
678,"sorry, firstname",37,19.74805550887701,19.8389847999226,0.09092929104559033,0.10570666192442092
679,so who should we vote out?,60,0.6658345922121782,0.694211056443946,0.028376464231767762,0.04514529488419193
680,i say we get rid of firstname,59,33.08046951920025,33.13409368185245,0.05362416265219849,0.06970708567874426
681,hmmm what about firstname,82,0.9998411475786839,0.999850210406959,9.062828275063772e-06,9.529730017608334e-06
682,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
683,hi!,8,0.9999976262077402,0.999997510901533,1.1530620724897744e-07,1.765725298009044e-07
684,how many of us are there?,96,5.351641167910551,5.350871185813003,0.0007699820975481941,0.1370070638998671
685,i don't think it matters who we pick for the first night really since we don't know anything,76,0.9997076960201842,0.9997187662537166,1.107023353241754e-05,6.185545168199347e-05
686,just 2 i think,96,5.386845983584858,5.350871185813003,0.035974797771855194,0.1370070638998671
687,why?,63,6.965266989326842,7.0628472694018525,0.09758028007501007,0.13581627870395038
688,poor guy,67,0.9977921298950791,0.9979666090711544,0.00017447917607527064,0.0003859492433240073
689,no way to tell,70,0.8268775177598394,0.8824358395546856,0.05555832179484621,0.030485003112308548
690,firstname doesn't sound mafia. but it could be a trap.,25,0.9893047985794347,0.9897311651733597,0.0004263665939250316,0.000856341231924151
691,welp votes aren't changeable ,41,6.357786100822445,6.501717742864155,0.14393164204170983,0.11911618806624896
692,firstname is a nice name!,93,40.64922857414383,40.689548484544986,0.04031991040115912,0.05203896464367442
693,sam if firstname isn't mafia i'm assuming you are,25,0.990092006093063,0.9897311651733597,0.0003608409197033424,0.000856341231924151
694,because you tried to get people to vote right away,84,12.182723142183303,12.21518679428197,0.03246365209866653,0.06166262861509279
695,why did the timer start over?,61,0.8188567811761923,0.8486199102987573,0.029763129122564957,0.03075818388192046
696,only a small amount of time left!,50,12.376555410164148,12.361733751288014,0.014821658876133625,0.08639634534763625
697,40 seconds for me,61,0.8206824208270164,0.8486199102987573,0.027937489471740906,0.03075818388192046
698,hmmmmm,13,10.158314798438514,10.155813942738078,0.002500855700436233,0.06332899782991863
699,let's get firstname,53,0.9999973894260709,0.9999977717577576,3.8233168675461116e-07,2.3375600518710038e-07
700,"ok, sounds good",18,0.6671867580190457,0.7356155376044243,0.06842877958537863,0.07672722777188604
701,i can't believe how many of them there are!,96,5.299531681785031,5.350871185813003,0.05133950402797183,0.1370070638998671
702,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
703,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
704,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
705,is there any way to tell if he was mafia?,47,0.6349828192828367,0.6663907601643864,0.031407940881549634,0.08073377964213072
706,hahahaha,2,18.89503461279843,18.942110806865355,0.04707619406692487,0.17193686878325795
707,hello,38,0.9998529520198447,0.9998556284412221,2.676421377412197e-06,9.128381402258601e-06
708,vote for firstname,57,4.262102259965905,4.384021632424081,0.12191937245817552,0.08720352297895374
709,vote out firstname,57,4.333179407370239,4.384021632424081,0.050842225053841616,0.08720352297895374
710,ok,7,0.16628758960955103,0.34595400517246344,0.1796664155629124,0.2732986159199743
711,what kindof person is named firstname anyway,51,0.999913303491365,0.9999130636934231,2.397979418367058e-07,6.687429383198461e-06
712,nope only the mafia,56,36.05937637872674,36.05753173246011,0.001844646266626171,0.06841589000406181
713,whoa this is 2019 you cant say that,70,0.9210091651828366,0.8824358395546856,0.03857332562815097,0.030485003112308548
714,lol idc,36,0.9620787942507466,0.9458414473787204,0.01623734687202616,0.012199646172912618
715,oooo good point,75,0.9992264256567663,0.9991416250715757,8.480058519066969e-05,0.00017998588292276248
716,do you have anything to say for yourself firstname,93,40.69036404101765,40.689548484544986,0.0008155564726664011,0.05203896464367442
717,i feel so bad for firstname,1,0.9481315453081087,0.9528044425537741,0.004672897245665331,0.004265219544808686
718,he was just a kid,65,0.8670149374715592,0.8724018873219016,0.005386949850342382,0.022642954448292816
719,it said he was bystander,64,1.0000000431049827,0.9999999831576672,5.994731544500809e-08,4.763362861234064e-08
720,hi,8,0.9999974235229239,0.999997510901533,8.737860912599871e-08,1.765725298009044e-07
721,i'm voting for sam,12,14.215672962568906,14.141426684408504,0.07424627816040186,0.06588901518489934
