,sentence,cluster,distance_from_cluster_center,deviation_from_mean_dist_from_center,cluster_distance_std_from_center
493,hai,68,0.7887960625628486,0.06083716768849734,0.04611008703408091
494,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
495,eliminate firstname lastname.,77,0.5503942389743088,0.00914258055848094,0.07045117828295144
496,firstname let get rid of  firstname,77,0.49358502593027853,0.06595179360251124,0.07045117828295144
497,ok firstname it is,18,23.588630104040007,0.03242247798311837,0.10713513142133453
498,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
499,so that mean firstname needs to go,50,0.9823027707893317,0.0014916088999482602,0.0017317456183443601
500,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
501,firstname seems to know who is who,50,0.9813023197461392,0.002492059943140723,0.0017317456183443601
502,so who should be next,55,0.8869568030402609,0.04304256991036459,0.21782119477181203
503,ok firstname it is,18,23.588630104040007,0.03242247798311837,0.10713513142133453
504,bye firstname,8,7.331987584128187,0.06803304906591734,0.07754655328519663
505,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
506,hy,34,0.7883585252356029,0.02272221363761029,0.11250250148932063
507,firstname get firstname lastname,29,0.9002391557440765,0.003069344757618664,0.011152078440496593
508,firstname lastname keeps suggesting and eliminating bystanders,46,0.8974861156938041,2.4302095462780393e-05,0.019604320906268947
509,aye yinz,68,0.8474475535525396,0.002185676698806316,0.04611008703408091
510,aye my dawgs it's definitely firstname,50,0.9828333060483737,0.0009610736409062515,0.0017317456183443601
511,firstname man,22,0.99886470151194,5.0387718578570606e-05,0.00010996045521027704
512,he sounds like bad news,96,3.8244467980089643,0.07506121339054062,0.11469582999844267
513,yo peace firstname,22,0.9990922550802472,0.0002779412868858522,0.00010996045521027704
514,we outchea firstname,38,0.9999999379533321,3.480981924930404e-08,4.443830107220432e-08
515,firstname lastname don't sound like a cool cat...,38,0.9999999430054939,3.9861981049327255e-08,4.443830107220432e-08
516,word on the street is firstname lastname ain't cut like the rest of us,38,0.9999999580149707,5.487145782190339e-08,4.443830107220432e-08
517,firstname lastname is scary.,38,0.9999999749484856,7.18049727455039e-08,4.443830107220432e-08
518,hahaha just playin my dawg! this game mad fun man,26,10.184126876186847,0.03136732964498812,0.07896401502203249
519,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
520,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
521,eliminate the first in list?,75,4.837161165320634,0.17290784298326756,0.14159734489749307
522,sure.,51,0.9782930760604567,0.0002295120756128366,0.0035668506079479297
523,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
524,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
525,eliminate the first in list?,75,4.837161165320634,0.17290784298326756,0.14159734489749307
526,good morning!,97,4.69100150582623,0.16278223494663902,0.18069295397929336
527,i was thinking 2nd. ,57,14.235078954483146,0.07502685520934982,0.09297271776846235
528,morning!,30,0.9807515847090494,0.0035429926060983608,0.003702298783490418
529,lets just take it from the top,57,14.325735519510838,0.015629709818341553,0.09297271776846235
530,why not,62,0.5159606894243984,0.29821877011085396,0.17322507983521485
531,sounds good.,51,0.9791449597676709,0.0006223716316013927,0.0035668506079479297
532,i believe we all have differently ordered lists,75,4.901316518876622,0.10875248942727911,0.14159734489749307
533,def different orders,75,5.0597284775421905,0.04965946923828923,0.14159734489749307
534,"yeah, we do. ",24,0.9062794207019009,0.1192304665609869,0.09127999212405609
535,ok i will be more explicit ,13,1.1268936553122264,0.5575006025217707,0.26317258144691374
536,sorry :d,1,0.8662504956979714,0.11855518221369876,0.17869471510766582
537,see you tomorrow morning :x,97,5.0316362352302475,0.17785249445737872,0.18069295397929336
538,"alright, who will it be",55,0.9462332219031556,0.016233848952530106,0.21782119477181203
539,ok i have firstname lastname first on my list,29,0.9134050509285199,0.016235239942061996,0.011152078440496593
540,"ok, let's do it",51,0.9825059131023188,0.003983324966249313,0.0035668506079479297
541,this experiment is ridiculous,93,5.054104634930723,0.17380301335827397,0.12073895255395019
542,im going to tell the daytime people the first person on my list,85,0.9762004072099711,3.583245365412768e-05,0.004378653868800222
543,haha yes,79,16.935472130845515,0.10438314620583355,0.11230814425092658
544,"ok, that's also a fair way to pick",33,0.9832695156896524,0.0012860660622081577,0.0029499722212482054
545,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
546,haha you too,0,1.4305269104309741,0.04797082794027818,0.11146757069160446
547,hi!,3,0.9999999540256894,3.0786965199425254e-09,3.801308636795539e-08
548,what's up everyone,87,0.7681349802017872,0.03813150847179614,0.05430370671497275
549,how is everyone?,76,8.777785224985541,0.10973695495352409,0.09439722962112013
550,ditto firstname. feels good!,38,0.9999998801780956,2.2965417234566132e-08,4.443830107220432e-08
551,nope not me,64,0.9610299615111431,0.004133477298700949,0.0072827759095829125
552,nothing much here.. got a good nights rest,76,9.048451679311203,0.16092949937213774,0.09439722962112013
553,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
554,yep... are we the only mafia?,91,20.790277166183696,0.0059363851892371144,0.06228404197891624
555,what about firstname?,17,0.9832093752846217,0.0018523532893690575,0.0011995359741607035
556,okay tim is cool.,39,10.623034492182416,0.16430031040754933,0.13020163531737813
557,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
558,sick,61,0.9977845941000053,0.00011863728363170623,0.0004004231617966437
559,lonely time,12,0.9728255750926422,0.00762044018055319,0.009194667309340447
560,firstname,22,0.9986897958519795,0.00012451794138190753,0.00010996045521027704
561,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
562,did everyone have a good monday?,56,5.788173364045253,0.0437225260575973,0.12126456610822209
563,so far so good,76,8.930442911907415,0.04292073196834956,0.09439722962112013
564,"that sounded a lastname suspicious, just saying",69,16.501080345070186,0.0019226854653489056,0.07553538449272867
565,i believe firstname,50,0.9826300352750733,0.0011643444142066528,0.0017317456183443601
566,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
567,been a good monday here surprisingly.,56,5.7500879973462125,0.08180789275663791,0.12126456610822209
568,"i'm totally not mafioso! lol. but it's cool, gotta make dinner anyway! ",45,12.241371534416219,0.002172541452456045,0.1279148819699809
569,"that's fine. seriously, gotta lastname. can kick me out but i am a bystander as you'll soon see :)",46,0.900512158573133,0.00305034497479173,0.019604320906268947
570,live to fight another day,83,2.3139560981792737,0.030826842210610383,0.14163413399062405
571,i guess,73,12.060312496249642,0.0234789488386955,0.10830015599328739
572,its a hard life being the only man,64,0.9770918232436221,0.011928384433778083,0.0072827759095829125
573,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
574,well great lol,0,1.5703128314927133,0.09181509312146097,0.11146757069160446
575,why we voting so fast?,72,17.898730116992876,0.0669148514315232,0.0859338212407025
576,what did firstname do,50,0.9815260170883654,0.002268362600914564,0.0017317456183443601
577,i did the first round purely because it sounded mafia like but i'm observing who hasn't voted proven mafia now,59,0.9947482085127811,0.0002216125262470836,0.0006634340364248014
578,you know firstname hasn't said anything yet,50,0.9832663487435697,0.0005280309457103005,0.0017317456183443601
579,hello!,10,0.9983481854336737,7.417808842802298e-05,9.60678253491835e-05
580,that went well,37,6.163038981392105,0.03370336036039845,0.1241832083221308
581,hello any researching reading my thoughts,57,14.456009800837457,0.14590399114496044,0.09297271776846235
582,researcher*,34,0.9610295304437666,0.1499487915705534,0.11250250148932063
583,"welcome, it's quite lonely",60,5.951098646586642,0.11919921228420094,0.13384689199071104
584,who hasn't been voting during the day then?,72,17.91267211268178,0.05297285574262034,0.0859338212407025
585,forgot my coffee and it's been downhill since,37,6.280372011593301,0.151036390561595,0.1241832083221308
586,we'll see if i can keep firstname on my side,38,0.9999999747928978,7.164938498060991e-08,4.443830107220432e-08
587,but they can vote twice so ignore me,44,19.27981708441119,0.052324580847692204,0.07372892858599005
588,it's been a long monday here lol,56,5.703101848196621,0.12879404190622967,0.12126456610822209
589,yeah same,95,5.675730931907719,0.1685607546326624,0.2137284962182744
590,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
591,that's exactly what a mafioso would say,45,12.162770369334025,0.0807737065346501,0.1279148819699809
592,it's so random,65,6.0508469379832155,0.01749225200147375,0.0933563229294365
593,what i realized now is that the people voting during the day are most likely bystanders meaning lastname ... and she voted a mafia out >_<,52,0.9859908860394083,8.079437264763012e-05,0.0022584809093201684
594,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
595,its been a slow monday,56,5.567423870231317,0.26447201987153335,0.12126456610822209
596,eliminate lastname,77,0.6171048823612949,0.05756806282850513,0.07045117828295144
597,sup yall,34,0.700141543952841,0.11093919492037219,0.11250250148932063
598,sup,34,0.5813545720727485,0.22972616680046465,0.11250250148932063
599,killing firstname lastname lol,77,0.6385587720157065,0.07902195248291677,0.07045117828295144
600,why firstname?,50,0.9821618089270818,0.0016325707621981378,0.0017317456183443601
601,i'll go with firstname lastname,17,0.9836327202266985,0.0014290083472923154,0.0011995359741607035
602,like the movie get it?,86,3.0729492241835694,0.16664737030106913,0.15091607254474984
603,idiots,62,0.9532943857321486,0.13911492619689625,0.17322507983521485
604,firstname ya done,38,0.9999998540924975,4.905101536056833e-08,4.443830107220432e-08
605,yo,49,1.1773602277789477,0.2749325569941914,0.23332272937932524
606,"yo, who do you think?",55,1.035935578718207,0.10593620576758145,0.21782119477181203
607,firstname was the last to come around on firstname lets go with him,17,0.9853295431693444,0.0002678145953536326,0.0011995359741607035
608,sorry make that firstname lastname,18,23.551027766784838,0.005179859272050891,0.10713513142133453
609,are we really just going random names or do we have a real reason,50,0.9877417884026416,0.003947408713361633,0.0017317456183443601
610,kind of suspicious to just vote for a random guy first before discussion.,72,18.022899288701744,0.05725432027734456,0.0859338212407025
611,lastname was too willing to go after lastname,71,0.8227059649414492,0.06193820269605532,0.12963946403384116
612,agree,36,9.059006920712276,0.012849384222851867,0.12462998059354097
613,i agree with lastname,38,0.999999801711232,1.0143228079684263e-07,4.443830107220432e-08
614,"firstname made an accusation before discussing, so firstname is probably mafia.",4,0.9901056059598654,0.00033751677778715017,0.0007902048539898131
615,firstname firstname is too smart for her own good.,38,0.999999955364884,5.222137111626779e-08,4.443830107220432e-08
616,1,43,6.231109514383052,0.04945414047566299,0.07316604375454289
617,12,43,6.2138397215650905,0.06672393329362425,0.07316604375454289
618,12,43,6.2138397215650905,0.06672393329362425,0.07316604375454289
619,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
620,good think,99,0.9487518248700564,0.0032362354544238636,0.011233375782190714
621,exactly what i was thinking,57,14.266692378339057,0.043413431353439336,0.09297271776846235
622,lastname led the mob against lastname and he was wrong suspecious?,82,0.9342119192211855,0.00429139325539829,0.08167809042223624
623,"i see why firstname voted you, because you voted her first, lol",20,0.8082558088907799,0.050189300787851665,0.12742356919596573
624,i feel bad.,61,0.9979737951368983,7.056375326131015e-05,0.0004004231617966437
625,you were the first to ever vote.,44,19.16717451848082,0.06031798508267627,0.07372892858599005
626,that's cuz you're comfortable with the user interface already.,80,0.9762838505717663,0.0056445088012310185,0.005344682721838321
627,why not,62,0.5159606894243984,0.29821877011085396,0.17322507983521485
628,"not me, how about lastname",38,0.9999999323190185,2.9175505678047386e-08,4.443830107220432e-08
629,yeah,24,0.5976197783439352,0.18942917579697882,0.09127999212405609
630,just a guess,73,11.847203561070067,0.23658788401827024,0.10830015599328739
631,firstname lastname?,29,0.8924472456921986,0.0047225652942592955,0.011152078440496593
632,sure,51,0.97505447754612,0.003468110589949558,0.0035668506079479297
633,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
634,eliminate mathew lastname,71,1.0263912080932307,0.14174704045572617,0.12963946403384116
635,firstname,22,0.9986897958519795,0.00012451794138190753,0.00010996045521027704
636,who do you think is a mafia member?,25,21.339820102992352,0.037777184661695884,0.08362252477365324
637,"wow, looks like firstname isn't having any luck",50,0.9842904223365496,0.0004960426472696566,0.0017317456183443601
638,i think the timer's a bit long for the night and day sessions. everyone have a good evening!,30,0.9890844995814739,0.00478992226632613,0.003702298783490418
639,no joke,63,0.8198197667892286,0.05760391980520041,0.09912567052953475
640,let's take firstname lastname out of the game.,77,0.5354001627211603,0.024136656811629464,0.07045117828295144
641,who do you want to get?,33,0.9841079253788775,0.00044765637298305183,0.0029499722212482054
642,firstname lastname?,29,0.8924472456921986,0.0047225652942592955,0.011152078440496593
643,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
644,go after firstname or firstname,17,0.9855649585683699,0.0005032299943791285,0.0011995359741607035
645,"too many people saying firstname, they are probably mafia",4,0.9900278589822243,0.00041526375542821903,0.0007902048539898131
646,this game is harder when you can't interact in person and read people's body language,26,10.199710840711848,0.046951294169989666,0.07896401502203249
647,i like firstname,17,0.984793715079733,0.0002680134942577572,0.0011995359741607035
648,i'll go with the group,33,0.9881794117651806,0.0036238300133201173,0.0029499722212482054
649,"he did suggest firstname last round, and i don't think firstname was actually mafia...",4,0.9904969580260412,5.383528838864837e-05,0.0007902048539898131
650,i sa firstname,22,0.9989269031280906,0.0001125893347292406,0.00010996045521027704
651,are we doing firstname?,50,0.983259816230733,0.0005345634585469661,0.0017317456183443601
652,hmm,31,10.110213208016663,0.045600734721412906,0.06332899782991944
653,"oh, that's true",99,0.9491960865997869,0.0027919737246933085,0.011233375782190714
654,true,99,0.9273824081742637,0.024605652150216595,0.011233375782190714
655,i missed that,63,0.8535177649189195,0.09130191793489129,0.09912567052953475
656,i vote firstname,20,0.5769687412310996,0.18109776687182855,0.12742356919596573
657,"true, i'm used to watching reactions and hearing tone of voice.",99,0.9695776434201813,0.017589583095701022,0.011233375782190714
658,i only suggested firstname because he suggested me. live and let live otherwise,38,0.9999999156713707,1.2527857862210112e-08,4.443830107220432e-08
659,"probably should kill firstname, since he thinks i'm mafia, haha",4,0.9907204094204763,0.0002772866828237852,0.0007902048539898131
660,who should we get?,33,0.9830733475162857,0.0014822342355748086,0.0029499722212482054
661,yes i was thinking the same,95,6.058373696917535,0.2140820103771537,0.2137284962182744
662,or would that be too obvious?,58,8.203941899608786,0.07402396361507257,0.0999344659380849
663,"eh, let's do it",57,14.226760007033484,0.08334580265901259,0.09297271776846235
664,it might be,73,12.022593100724727,0.0611983443636106,0.10830015599328739
665,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
666,i believe firstname lastname,50,0.9824011309721998,0.001393248717080131,0.0017317456183443601
667,i'm thinking firstname,17,0.9834532233489246,0.0016085052250661702,0.0011995359741607035
668,i think firstname,17,0.9854163304579276,0.0003546018839368781,0.0011995359741607035
669,i am also firstname,22,0.998930990544818,0.0001166767514566569,0.00010996045521027704
670,"don't go after firstname, he's just an innocent um",38,0.9999998633364282,3.980708462858473e-08,4.443830107220432e-08
671,mafioso!,45,12.11677720987958,0.12676686598909548,0.1279148819699809
672,i still think firstname myself ,38,0.999999937730601,3.4587088193482884e-08,4.443830107220432e-08
673,how is mafia,25,21.381475122008254,0.0038778343542063,0.08362252477365324
674,"firstname said to kill firstname last round, haha",9,1.9259602432453058,0.05071193195763346,0.09260394480264153
675,"yeah, that would be nice",51,0.9847563273941061,0.006233739258036608,0.0035668506079479297
676,lmao it's good,28,19.102717178832936,0.002112598485201289,0.08485757669427652
677,hope there's bonuses all around,67,5.260277894008452,0.3175806600342552,0.2301835141326378
678,"sorry, firstname",18,23.450526929572835,0.10568069648405398,0.10713513142133453
679,so who should we vote out?,35,0.7041961909118195,0.20623507024287951,0.14858986104472496
680,i say we get rid of firstname,77,0.4972840737956119,0.06225274573717787,0.07045117828295144
681,hmmm what about firstname,17,0.9837627349023155,0.001298993671675297,0.0011995359741607035
682,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
683,hi!,3,0.9999999540256894,3.0786965199425254e-09,3.801308636795539e-08
684,how many of us are there?,23,8.711073233127728,0.053501914609997314,0.13773266998090306
685,i don't think it matters who we pick for the first night really since we don't know anything,33,0.9842962695670737,0.0002593121847868085,0.0029499722212482054
686,just 2 i think,43,6.285480806664623,0.0049171518059081265,0.07316604375454289
687,why?,92,8.820534973683369,0.11590956945389586,0.12663097291953926
688,poor guy,61,0.9978579434997289,4.528788390811833e-05,0.0004004231617966437
689,no way to tell,58,8.010326872636421,0.11959106335729253,0.0999344659380849
690,firstname doesn't sound mafia. but it could be a trap.,4,0.9899486597688705,0.0004944629687820834,0.0007902048539898131
691,welp votes aren't changeable ,72,18.000617919909377,0.0349729514849777,0.0859338212407025
692,firstname is a nice name!,38,0.9999998775118359,2.5631676892068356e-08,4.443830107220432e-08
693,sam if firstname isn't mafia i'm assuming you are,4,0.9907122451110135,0.0002691223733609638,0.0007902048539898131
694,because you tried to get people to vote right away,72,17.937297347135647,0.028347621288752123,0.0859338212407025
695,why did the timer start over?,80,0.9668843640013544,0.0037549777691808783,0.005344682721838321
696,only a small amount of time left!,37,6.205723212562585,0.07638759153087893,0.1241832083221308
697,40 seconds for me,80,0.9673078536036416,0.003331488166893659,0.005344682721838321
698,hmmmmm,31,10.158314798438512,0.002500855700436233,0.06332899782991944
699,let's get firstname,17,0.9841174152083412,0.0009443133656495961,0.0011995359741607035
700,"ok, sounds good",51,0.9796825775580651,0.0011599894219955775,0.0035668506079479297
701,i can't believe how many of them there are!,43,6.392218558426512,0.11165490356779717,0.07316604375454289
702,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
703,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
704,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
705,is there any way to tell if he was mafia?,25,21.412635108799563,0.035037821145515124,0.08362252477365324
706,hahahaha,79,16.847604035152685,0.016515050513003615,0.11230814425092658
707,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
708,vote for firstname,20,0.5694310665331868,0.18863544156974144,0.12742356919596573
709,vote out firstname,2,15.931695871584463,0.10428987913616794,0.12074345399439528
710,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
711,what kindof person is named firstname anyway,50,0.9834496727185585,0.0003447069707214201,0.0017317456183443601
712,nope only the mafia,25,21.353329901778608,0.024267385875440084,0.08362252477365324
713,whoa this is 2019 you cant say that,12,0.9767151232632466,0.011509988351157574,0.009194667309340447
714,lol idc,99,0.9630837283549044,0.011095668030424166,0.011233375782190714
715,oooo good point,99,0.9538349864435726,0.001846926119092318,0.011233375782190714
716,do you have anything to say for yourself firstname,38,0.999999913805368,1.0661855176508084e-08,4.443830107220432e-08
717,i feel so bad for firstname,38,0.9999999230695085,1.992599563127584e-08,4.443830107220432e-08
718,he was just a kid,58,8.28982630387027,0.15990836787655738,0.0999344659380849
719,it said he was bystander,7,0.9999999101775435,7.770511878391062e-08,5.417537675638634e-08
720,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
721,i'm voting for sam,81,3.809333625465342,0.0810508934905716,0.16061992870908773
722,so much for my lastname ideas,38,0.9999999058091241,2.6656112872558424e-09,4.443830107220432e-08
723,sam it is,81,3.856777818414092,0.033606700541821244,0.16061992870908773
724,if nothing else it's amusing,57,14.388839663556508,0.0787338538640121,0.09297271776846235
725,be honest,99,0.9566764202051748,0.004688359880694604,0.011233375782190714
726,i wonder if there is a trick to this.  like if the names mean anything,50,0.9873596986501171,0.003565318960837116,0.0017317456183443601
727,wait wait,63,0.7426193240536848,0.01959652293034342,0.09912567052953475
728,are you mafia?,91,20.76393983581728,0.020400945177179608,0.06228404197891624
729,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
730,lets get rid of firstname lastname,77,0.4815819742895739,0.07795484524321589,0.07045117828295144
731,hope he is mafia,25,21.38511448486135,0.007517197207302928,0.08362252477365324
732,can we tell?,58,8.121418524133501,0.008499411860212192,0.0999344659380849
733,sigh,67,4.711755035244542,0.2309421987296547,0.2301835141326378
734,lastname sounds mafia,4,0.9902328104209815,0.00021031231667101302,0.0007902048539898131
735,maybe,62,0.7732555148621046,0.04092394467314775,0.17322507983521485
736,"not pc, sorry",1,1.2066259234934134,0.22182024558174318,0.17869471510766582
737,long day,30,0.9862440044238651,0.001949427108717261,0.003702298783490418
738,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
739,hi firstname,22,0.9988778081926085,6.349439924713263e-05,0.00010996045521027704
740,sorry firstname,18,23.42746744612721,0.1287401799296788,0.10713513142133453
741,glitch?,80,0.9652672505572185,0.005372091213316721,0.005344682721838321
742,firstname aint talking,50,0.9834854258566883,0.000308953832591663,0.0017317456183443601
743,16,43,6.317120111755235,0.03655645689652065,0.07316604375454289
744,whoever firstname was he is gone. lol,71,0.8728768200680025,0.01176734756950204,0.12963946403384116
745,sleeps with fishes,30,0.9904364238198697,0.006141846504721937,0.003702298783490418
746,"ok firstname, who's next?",17,0.9859195354018945,0.0008578068279037065,0.0011995359741607035
747,sigh,67,4.711755035244542,0.2309421987296547,0.2301835141326378
748,sam,81,3.738114210878039,0.15227030807787445,0.16061992870908773
749,gonna vote yourself out?,78,7.241808941492687,0.07995871949002176,0.07113160333406096
750,well i think sam is alright,81,3.8299911099746287,0.06039340898128476,0.16061992870908773
751,he keeps trying to get rid of people,54,0.9534984378885256,0.006025193847955079,0.01173577092837348
752,wth,34,0.849871603707433,0.038790864834219785,0.11250250148932063
753,he voted for firstname with no justification though,20,0.9840871234770031,0.22602061537407492,0.12742356919596573
754,ah! can't vote for myself,44,19.160370764309285,0.06712173925421183,0.07372892858599005
755,yea...,24,0.8233565356584225,0.03630758151750846,0.09127999212405609
756,how about firstname?,17,0.9838138346074153,0.0012478939665754307,0.0011995359741607035
757,ok!,13,0.7976180967151281,0.22822504392467236,0.26317258144691374
758,he hasn't said much.,21,0.8637435879230898,0.01065078996792812,0.034088833744323414
759,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
760,i think we can get people to turn on firstname because she stuck up for sam,81,3.9110558061595366,0.020671287203623212,0.16061992870908773
761,slowly but surely . . .,56,5.922628555932957,0.09073266583010664,0.12126456610822209
762,well there's at least one mafia left,25,21.393034121040646,0.015436833386598181,0.08362252477365324
763,do we know how many total there are?,43,6.350165071270671,0.06960141641195605,0.07316604375454289
764,the instructions made it sound pretty equal,80,0.974250143308064,0.003610801537528796,0.005344682721838321
765,there are as many as there ever were,43,6.374443558580423,0.0938799037217084,0.07316604375454289
766,who hasn't talked at all?,21,0.8232977782267693,0.05109659966424862,0.034088833744323414
767,i thought mafia had to outnumber bystanders to win,59,0.994419944185007,0.0005498768540211918,0.0006634340364248014
768,i don't think firstname has talked either,50,0.983413014014672,0.00038136567460800297,0.0017317456183443601
769,who's next?,55,0.6096136194436766,0.32038575350694887,0.21782119477181203
770,we're doing good,76,8.966371125499315,0.07884894556024946,0.09439722962112013
771,hmmm let's get rid of firstname i think,77,0.5320807417024205,0.027456077830369296,0.07045117828295144
772,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
773,since no one else is speaking,21,0.8555657627878498,0.018828615103168134,0.034088833744323414
774,it said at least one i think,73,12.19050938720437,0.10671794211603292,0.10830015599328739
775,well they win as soon as they have as many members as there are bystanders left,59,0.9971180481551304,0.002148227116102186,0.0006634340364248014
776,firstname,22,0.9986897958519795,0.00012451794138190753,0.00010996045521027704
777,anything to say for yourself firstname,38,0.999999910571081,7.427568116114003e-09,4.443830107220432e-08
778,totally guilty,94,0.9847773118622496,0.0015092104054552635,0.0035384739643288476
779,aw,49,1.5088185452030711,0.05652576042993207,0.23332272937932524
780,well going after firstname was a mistake.  ,50,0.9821331873944953,0.0016611922947846747,0.0017317456183443601
781,sigh,67,4.711755035244542,0.2309421987296547,0.2301835141326378
782,firstname hasn't spoken and she hasn't been voting in the most recent rounds,20,1.0094850389217798,0.25141853081885157,0.12742356919596573
783,haha,79,16.747245692307697,0.08384329233198429,0.11230814425092658
784,so she could be afk or not wanting to look suspicious,88,0.8587321461485051,0.02039825644718507,0.044296930527068415
785,true,99,0.9273824081742637,0.024605652150216595,0.011233375782190714
786,would be easier if we could see hats,57,14.383696679667361,0.07359086997486486,0.09297271776846235
787,seriously!,99,0.9555895201097231,0.0036014597852428443,0.011233375782190714
788,that sounds like something mafia would say,40,0.7221762220161961,0.05200581643542079,0.08503115593173359
789,if only we had a secret language,57,14.370437337355192,0.06033152766269545,0.09297271776846235
790,i'm not mafia guys :(,91,20.735631996817155,0.048708784177303954,0.06228404197891624
791,lol. you'll see if i get iliminated that i was a bystanfer,54,0.9623734241502473,0.014900180109676753,0.01173577092837348
792,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
793,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
794,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
795,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
796,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
797,who should we eliminate?,35,0.28813459455930995,0.20982652610963004,0.14858986104472496
798,who didn't respond?,21,0.8762999930229483,0.0019056151319303272,0.034088833744323414
799,all respoded,1,1.232377848603044,0.24757217069137372,0.17869471510766582
800,i don't see firstname lastname responding,50,0.9844308977504187,0.0006365180611387355,0.0017317456183443601
801,looks like firstname is it then,50,0.9834630957146491,0.00033128397463089154,0.0017317456183443601
802,firstname then,22,0.9988606865033851,4.637271002372323e-05,0.00010996045521027704
803,sorry firstname...,18,23.530676486256983,0.025531139799905844,0.10713513142133453
804,sounds good,51,0.977852045239518,0.0006705428965515514,0.0035668506079479297
805,no response,63,0.8679588684394456,0.10574302145541736,0.09912567052953475
806,she hasn't responded,21,0.8854700952803964,0.011075717389378514,0.034088833744323414
807,i'm here,23,8.446520816735596,0.21105050178213425,0.13773266998090306
808,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
809,did everybody sleep well last night?,85,0.9747044541904929,0.0015317854731323743,0.004378653868800222
810,who's next?,55,0.6096136630657777,0.3203857098848478,0.21782119477181203
811,barely ,5,1.089579048820261,0.23421927411569676,0.2946860553045414
812,how so?,32,4.278778049338603,0.051668428132448874,0.12984529980696805
813,hmm anyone heard from firstname?,50,0.9826357892689008,0.0011585904203791353,0.0017317456183443601
814,this game can easily make one feel paranoid...,88,0.8772351576316829,0.03890126793036286,0.044296930527068415
815,lol ,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
816,i think that the best approach is to wait until the very end to vote,72,17.964854621962107,0.0007903464622920353,0.0859338212407025
817,8 people left?,85,0.9759219028394991,0.00031433682412618236,0.004378653868800222
818,not a clue,16,9.706011700181556,0.042656249711503946,0.12748511953616332
819,"going for people who aren't participating first though so, sorry firstname",17,0.9879327712842328,0.0028710427102420777,0.0011995359741607035
820,"since firstname voted me on first round, i will vote her now.",20,0.8497853258437694,0.09171881774084123,0.12742356919596573
821,i agree with firstname,17,0.9843636140083529,0.0006981145656378418,0.0011995359741607035
822,i just noticed (looking back at round 1) that firstname lastname did end up voting.,20,0.8150914487186971,0.057024940615768904,0.12742356919596573
823,vengeance pick...nice! lol,12,0.966955777591499,0.0017506426794099417,0.009194667309340447
824,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
825,sounds good,51,0.9778519974601847,0.000670590675884819,0.0035668506079479297
826,i feel endangered,39,10.523434091378798,0.0646999096039309,0.13020163531737813
827,so i vote we all pick random names,2,16.137788673260395,0.10180292253976475,0.12074345399439528
828,you don't,39,10.57533827912516,0.11660409735029376,0.13020163531737813
829,which is why i say we all randomly pick,33,0.9840384688091094,0.0005171129427511412,0.0029499722212482054
830,yeet,24,0.7351199240139328,0.051929030126981246,0.09127999212405609
831,"ok, who do we have left?",55,0.9594219269385968,0.029422553987971334,0.21782119477181203
